TradeName,ScientificName,Size,SizeUnit,DrugType,LegalStatus,Manufacture_Name,Manufacture_Country,AuthorizationStatus,LastUpdate
Lindacil,CLINDAMYCIN HYDROCHLORIDE,-,-,Generic,Prescription,Alrai Pharmaceutical industry Co. (L.L.C),Saudi Arabia,Valid,6/9/2024
NEURODERM,"LIDOCAINE HYDROCHLORIDE,TETRACAINE HYDROCHLORIDE",15,g,Generic,Prescription,TABUK PHARMACEUTICAL MANUFACTURING CO.,Saudi Arabia,Valid,5/9/2024
NERVAX 75MG CAPSULES 60 capsule,PREGABALIN,-,-,Generic,Prescription,TABUK PHARMACEUTICAL MANUFACTURING CO.,Saudi Arabia,Valid,10/16/2024
Levozal,LEVOCETIRIZINE DIHYDROCHLORIDE,200,ml,Generic,OTC,Jamjoom Pharmaceuticals Factory Company,Saudi Arabia,Valid,11/10/2022
PRENA 15MG/5ML SYRUP,PREDNISOLONE,100,ml,Generic,Prescription,SPIMACO,Saudi Arabia,Valid,8/1/2022
Pedovex,CLOPIDOGREL,-,-,Generic,Prescription,TABUK PHARMACEUTICAL MANUFACTURING CO.,Saudi Arabia,Valid,8/1/2022
Pexapan,APIXABAN,-,-,Generic,Prescription,Jamjoom Pharmaceuticals Factory Company,Saudi Arabia,Valid,8/29/2022
Pexapan,APIXABAN,-,-,Generic,Prescription,Jamjoom Pharmaceuticals Factory Company,Saudi Arabia,Valid,8/29/2022
Pexapan,APIXABAN,-,-,Generic,Prescription,Jamjoom Pharmaceuticals Factory Company,Saudi Arabia,Valid,8/29/2022
Migrotan,ELETRIPTAN,-,-,Generic,Prescription,TABUK PHARMACEUTICAL MANUFACTURING CO.,Saudi Arabia,Valid,8/29/2022
Migrotan,ELETRIPTAN,-,-,Generic,Prescription,TABUK PHARMACEUTICAL MANUFACTURING CO.,Saudi Arabia,Valid,8/1/2022
Resilia,FEBUXOSTAT,-,-,Generic,Prescription,ALPHA PHARMA INDUSTRY ,Saudi Arabia,Valid,1/30/2023
Resilia,FEBUXOSTAT,-,-,Generic,Prescription,ALPHA PHARMA INDUSTRY ,Saudi Arabia,Valid,1/30/2023
Hivera,TENOFOVIR DISOPROXIL,-,-,Generic,Prescription,Med city,Saudi Arabia,Valid,5/5/2024
Bexenta,CISATRACURIUM,5,ml,Generic,Prescription,SPIMACO,Saudi Arabia,Valid,8/31/2022
Panamol,PARACETAMOL,100,ml,Generic,Prescription,AL RAZI PHARMA INDUSTRIES FACTORY LTD,Saudi Arabia,Valid,7/15/2025
RELIPAN,DICLOFENAC SODIUM,3,ml,Generic,Prescription,SAUDI PHARMACEUTICAL INDUSTRIES,Saudi Arabia,Valid,10/5/2023
Fedlora,"PSEUDOEPHEDRINE HYDROCHLORIDE,LORATADINE",120,ml,Generic,OTC,BATTERJEE PHARMACETICAL FACTORY,Saudi Arabia,Valid,11/8/2022
MONTEK 4 mg ,MONTELUKAST SODIUM,-,-,Generic,Prescription,AJA PHARMACEUTICAL INDUSTRIES,Saudi Arabia,Valid,8/29/2022
MONTEK 5 mg ,MONTELUKAST SODIUM,-,-,Generic,Prescription,AJA PHARMACEUTICAL INDUSTRIES,Saudi Arabia,Valid,8/29/2022
MONTEK 10 mg ,MONTELUKAST SODIUM,-,-,Generic,Prescription,AJA PHARMACEUTICAL INDUSTRIES,Saudi Arabia,Valid,8/1/2022
ENDOSA 2000IU PRE-FILLED SYRINGE,ENOXAPARIN SODIUM,0.2,ml,Biological,Prescription,SPIMACO,Saudi Arabia,Valid,6/11/2023
ENDOSA 4000IU PRE-FILLED SYRINGE,ENOXAPARIN SODIUM,0.4,ml,Biological,Prescription,SPIMACO,Saudi Arabia,Valid,6/11/2023
ENDOSA 6000IU PRE-FILLED SYRINGE,ENOXAPARIN SODIUM,0.6,ml,Biological,Prescription,SPIMACO,Saudi Arabia,Valid,6/11/2023
ENDOSA 8000IU PRE-FILLED SYRINGE,ENOXAPARIN SODIUM,0.8,ml,Biological,Prescription,SPIMACO,Saudi Arabia,Valid,6/11/2023
Penetro,VARDENAFIL,-,-,Generic,Prescription,Jamjoom Pharmaceuticals Factory Company,Saudi Arabia,Valid,8/31/2022
Aronep,ADRENALINE,1,ml,Generic,Prescription,TABUK PHARMACEUTICAL MANUFACTURING CO.,Saudi Arabia,Valid,7/7/2024
Avotrene Emulgel,DICLOFENAC SODIUM,100,g,Generic,OTC,(Avalon Pharma) Middle East Pharmaceutical Industries Co. Ltd,Saudi Arabia,Valid,8/1/2022
Maxique 400 mg / 250 ml Solution For Intravenous Infusion,MOXIFLOXACIN HYDROCHLORIDE,250,ml,Generic,Prescription,Pharmaceutical Solution Industries (PSI),Saudi Arabia,Valid,8/31/2022
Zavoxa,EZETIMIBE,-,-,Generic,Prescription,Jamjoom Pharmaceuticals Factory Company,Saudi Arabia,Valid,8/1/2022
Amaglime-Met,"METFORMIN HYDROCHLORIDE,GLIMEPIRIDE",-,-,Generic,Prescription,(Avalon Pharma) Middle East Pharmaceutical Industries Co. Ltd,Saudi Arabia,Valid,11/6/2022
Trepadio,LACOSAMIDE,-,-,Generic,Prescription,Jazeera Pharmaceutical Industries (JPI),Saudi Arabia,Valid,8/29/2022
Trepadio,LACOSAMIDE,-,-,Generic,Prescription,Jazeera Pharmaceutical Industries (JPI),Saudi Arabia,Valid,8/29/2022
Trepadio,LACOSAMIDE,-,-,Generic,Prescription,Jazeera Pharmaceutical Industries (JPI),Saudi Arabia,Valid,8/29/2022
Dorius,DESLORATADINE,-,-,Generic,OTC,AL RAZI PHARMA INDUSTRIES FACTORY LTD,Saudi Arabia,Valid,8/18/2024
Trepadio,LACOSAMIDE,150,ml,Generic,Prescription,Jazeera Pharmaceutical Industries (JPI),Saudi Arabia,Valid,8/21/2024
Trepadio,LACOSAMIDE,-,-,Generic,Prescription,Jazeera Pharmaceutical Industries (JPI),Saudi Arabia,Valid,8/1/2022
Helt,TADALAFIL,-,-,Generic,Prescription,Med city,Saudi Arabia,Valid,5/5/2024
VITRAM Oral Solution ,LEVETIRACETAM,300,mg,Generic,Prescription,AJA PHARMACEUTICAL INDUSTRIES,Saudi Arabia,Valid,1/19/2023
CANDAN,CANDESARTAN CILEXETIL,-,-,Generic,Prescription,(Avalon Pharma) Middle East Pharmaceutical Industries Co. Ltd,Saudi Arabia,Valid,8/1/2022
Lodiab XR,METFORMIN HYDROCHLORIDE,-,-,Generic,Prescription,Alrai Pharmaceutical industry Co. (L.L.C),Saudi Arabia,Valid,8/29/2022
Lodiab XR,METFORMIN HYDROCHLORIDE,-,-,Generic,Prescription,Alrai Pharmaceutical industry Co. (L.L.C),Saudi Arabia,Valid,8/29/2022
Lodiab XR,METFORMIN HYDROCHLORIDE,-,-,Generic,Prescription,Alrai Pharmaceutical industry Co. (L.L.C),Saudi Arabia,Valid,8/29/2022
Lodiab XR,METFORMIN HYDROCHLORIDE,-,-,Generic,Prescription,Alrai Pharmaceutical industry Co. (L.L.C),Saudi Arabia,Valid,8/29/2022
Lodiab XR,METFORMIN HYDROCHLORIDE,-,-,Generic,Prescription,Alrai Pharmaceutical industry Co. (L.L.C),Saudi Arabia,Valid,8/29/2022
Lodiab XR,METFORMIN HYDROCHLORIDE,-,-,Generic,Prescription,Alrai Pharmaceutical industry Co. (L.L.C),Saudi Arabia,Valid,8/29/2022
Baclon,BACLOFEN,-,-,Generic,Prescription,Alrai Pharmaceutical industry Co. (L.L.C),Saudi Arabia,Valid,8/29/2022
Baclon,BACLOFEN,-,-,Generic,Prescription,Alrai Pharmaceutical industry Co. (L.L.C),Saudi Arabia,Valid,8/29/2022
FEMIC,TRANEXAMIC ACID,-,-,Generic,Prescription,SAUDI PHARMACEUTICAL INDUSTRIES,Saudi Arabia,Valid,4/5/2023
Serova,ROSUVASTATIN,-,-,Generic,Prescription,Jamjoom Pharmaceuticals Factory Company,Saudi Arabia,Valid,8/29/2022
Serova,ROSUVASTATIN,-,-,Generic,Prescription,Jamjoom Pharmaceuticals Factory Company,Saudi Arabia,Valid,8/29/2022
Serova,ROSUVASTATIN,-,-,Generic,Prescription,Jamjoom Pharmaceuticals Factory Company,Saudi Arabia,Valid,8/29/2022
Salocan,CISATRACURIUM,10,ml,Generic,Prescription,TABUK PHARMACEUTICAL MANUFACTURING CO.,Saudi Arabia,Valid,9/29/2022
Salocan,CISATRACURIUM,5,ml,Generic,Prescription,TABUK PHARMACEUTICAL MANUFACTURING CO.,Saudi Arabia,Valid,9/30/2022
Formit XR,METFORMIN HYDROCHLORIDE,-,-,Generic,Prescription,SPIMACO,Saudi Arabia,Valid,8/29/2022
LYPFEN,FENOFIBRATE,-,-,Generic,Prescription,ALPHA PHARMA INDUSTRY ,Saudi Arabia,Valid,2/17/2025
Formit XR,METFORMIN HYDROCHLORIDE,-,-,Generic,Prescription,SPIMACO,Saudi Arabia,Valid,8/1/2022
Bilaxten,BILASTINE,120,ml,NCE,Prescription,Jazeera Pharmaceutical Industries (JPI),Saudi Arabia,Valid,8/29/2022
Bilaxten,BILASTINE,-,-,NCE,Prescription,Jazeera Pharmaceutical Industries (JPI),Saudi Arabia,Valid,8/1/2022
Cartiflex,"GLUCOSAMINE SULFATE,GINKGO BILOBA",-,-,Generic,OTC,Jamjoom Pharmaceuticals Factory Company,Saudi Arabia,Valid,11/17/2022
Exetora 20 mg/4 ml ,TORASEMIDE,4,ml,Generic,Prescription,TABUK PHARMACEUTICAL MANUFACTURING CO.,Saudi Arabia,Valid,9/30/2022
Adrixa,DEXAMETHASONE,2,ml,Generic,Prescription,TABUK PHARMACEUTICAL MANUFACTURING CO.,Saudi Arabia,Valid,8/31/2022
Rastor,ROSUVASTATIN,-,-,Generic,Prescription,Alrai Pharmaceutical industry Co. (L.L.C),Saudi Arabia,Valid,10/5/2023
Rastor,ROSUVASTATIN,-,-,Generic,Prescription,Alrai Pharmaceutical industry Co. (L.L.C),Saudi Arabia,Valid,1/19/2023
Rastor,ROSUVASTATIN,-,-,Generic,Prescription,Alrai Pharmaceutical industry Co. (L.L.C),Saudi Arabia,Valid,1/19/2023
Rastor,ROSUVASTATIN,-,-,Generic,Prescription,Alrai Pharmaceutical industry Co. (L.L.C),Saudi Arabia,Valid,1/19/2023
AVOCOM 0.1% OINTMENT 50 g,MOMETASONE FUROATE,50,g,Generic,Prescription,(Avalon Pharma) Middle East Pharmaceutical Industries Co. Ltd,Saudi Arabia,Valid,9/14/2022
ELIVE,ENTECAVIR,-,-,Generic,Prescription,AJA PHARMACEUTICAL INDUSTRIES,Saudi Arabia,Valid,10/4/2022
ELIVE,ENTECAVIR,-,-,Generic,Prescription,AJA PHARMACEUTICAL INDUSTRIES,Saudi Arabia,Valid,10/4/2022
Ponizex,PANTOPRAZOLE,-,-,Generic,Prescription,MS Pharma Saudi ,Saudi Arabia,Valid,10/3/2024
ATORVA 80MG F.C. TABLETS,ATORVASTATIN CALCIUM,-,-,Generic,Prescription,Jazeera Pharmaceutical Industries (JPI),Saudi Arabia,Valid,9/14/2022
ATORVA 20MG F.C. TABLETS ,ATORVASTATIN CALCIUM,-,-,Generic,Prescription,Jazeera Pharmaceutical Industries (JPI),Saudi Arabia,Valid,11/1/2022
ATORVA 40MG F.C. TABLETS,ATORVASTATIN CALCIUM,-,-,Generic,Prescription,Jazeera Pharmaceutical Industries (JPI),Saudi Arabia,Valid,11/1/2022
ATORVA 10MG F.C. TABLETS,ATORVASTATIN CALCIUM,-,-,Generic,Prescription,Jazeera Pharmaceutical Industries (JPI),Saudi Arabia,Valid,9/14/2022
Kerasal,SALICYLIC ACID,50,ml,Generic,OTC,Dallah Pharma Factory,Saudi Arabia,Valid,1/9/2025
Dapazin,DAPAGLIFLOZIN,-,-,Generic,Prescription,Jamjoom Pharmaceuticals Factory Company,Saudi Arabia,Valid,2/10/2025
Dapazin,DAPAGLIFLOZIN,-,-,Generic,Prescription,Jamjoom Pharmaceuticals Factory Company,Saudi Arabia,Valid,2/10/2025
Rosacil,TADALAFIL,-,-,Generic,Prescription,Alrai Pharmaceutical industry Co. (L.L.C),Saudi Arabia,Valid,6/5/2024
Rosacil,TADALAFIL,-,-,Generic,Prescription,Alrai Pharmaceutical industry Co. (L.L.C),Saudi Arabia,Valid,6/5/2024
Tadalo,TADALAFIL,-,-,Generic,Prescription,AL RAZI PHARMA INDUSTRIES FACTORY LTD,Saudi Arabia,Valid,3/5/2023
Sitagen,SITAGLIPTIN PHOSPHATE,-,-,Generic,Prescription,Jamjoom Pharmaceuticals Factory Company,Saudi Arabia,Valid,7/28/2024
Sitagen,SITAGLIPTIN PHOSPHATE,-,-,Generic,Prescription,Jamjoom Pharmaceuticals Factory Company,Saudi Arabia,Valid,7/28/2024
Lovera,TADALAFIL,-,-,Generic,Prescription,DAMMAM PHARMA,Saudi Arabia,Valid,-
Helt,TADALAFIL,-,-,Generic,Prescription,Med city,Saudi Arabia,Valid,5/5/2024
Adazio,QUETIAPINE,-,-,Generic,Prescription,RIYADH PHARMA,Saudi Arabia,Valid,10/18/2022
Helt,TADALAFIL,-,-,Generic,Prescription,Med city,Saudi Arabia,Valid,5/5/2024
Rigorixa,CELECOXIB,-,-,Generic,Prescription,ALPHA PHARMA INDUSTRY ,Saudi Arabia,Valid,-
Olopat,OLOPATADINE,2.5,ml,Generic,Prescription,Jamjoom Pharmaceuticals Factory Company,Saudi Arabia,Valid,-
Cardutrex,DOBUTAMINE,20,ml,Generic,Prescription,TABUK PHARMACEUTICAL MANUFACTURING CO.,Saudi Arabia,Valid,-
SPERO,RISPERIDONE,120,ml,Generic,Prescription,BATTERJEE PHARMACETICAL FACTORY,Saudi Arabia,Valid,-
Feromental 100 mg / 5 ml,IRON SUCROSE,5,ml,Generic,Prescription,SPIMACO,Saudi Arabia,Valid,-
Bonlevo,LEVOFLOXACIN,100,ml,Generic,Prescription,AL RAZI PHARMA INDUSTRIES FACTORY LTD,Saudi Arabia,Valid,-
MAACY ,MACITENTAN,-,-,Generic,Prescription,Sudair Pharma Company,Saudi Arabia,Valid,4/14/2025
Avialis,TADALAFIL,-,-,Generic,Prescription,(Avalon Pharma) Middle East Pharmaceutical Industries Co. Ltd,Saudi Arabia,Valid,-
TENOVAS,TENOFOVIR DISOPROXIL,-,-,Generic,Prescription,Alrai Pharmaceutical industry Co. (L.L.C),Saudi Arabia,Valid,12/13/2022
Tenovas,TENOFOVIR DISOPROXIL,-,-,Generic,Prescription,Alrai Pharmaceutical industry Co. (L.L.C),Saudi Arabia,Valid,-
Phenylephrine PSI,PHENYLEPHRINE HYDROCHLORIDE,1,ml,Generic,Prescription,PHARMACEUTICAL SOLUTIONS INDUSTRY,Saudi Arabia,Valid,-
Lotrell,LOTEPREDNOL ETABONATE,5,ml,Generic,Prescription,Jamjoom Pharmaceuticals Factory Company,Saudi Arabia,Valid,2/19/2023
Palot,DAPOXETINE,-,-,Generic,Prescription,Alrai Pharmaceutical industry Co. (L.L.C),Saudi Arabia,Valid,12/26/2022
Palot,DAPOXETINE,-,-,Generic,Prescription,Alrai Pharmaceutical industry Co. (L.L.C),Saudi Arabia,Valid,12/26/2022
Palot,DAPOXETINE,-,-,Generic,Prescription,Alrai Pharmaceutical industry Co. (L.L.C),Saudi Arabia,Valid,-
Palot,DAPOXETINE,-,-,Generic,Prescription,Alrai Pharmaceutical industry Co. (L.L.C),Saudi Arabia,Valid,-
Prila,"LIDOCAINE HYDROCHLORIDE,PRILOCAINE",30,g,Generic,Prescription,(Avalon Pharma) Middle East Pharmaceutical Industries Co. Ltd,Saudi Arabia,Valid,5/9/2023
Olmetrol,OLMESARTAN MEDOXOMIL,-,-,Generic,Prescription,RIYADH PHARMA,Saudi Arabia,Valid,-
Olmetrol,OLMESARTAN MEDOXOMIL,-,-,Generic,Prescription,RIYADH PHARMA,Saudi Arabia,Valid,-
VEGA,SILDENAFIL,-,-,Generic,Prescription,SAUDI PHARMACEUTICAL INDUSTRIES,Saudi Arabia,Valid,1/8/2023
VEGA,SILDENAFIL,-,-,Generic,Prescription,SAUDI PHARMACEUTICAL INDUSTRIES,Saudi Arabia,Valid,-
Flumazenil PSI,FLUMAZENIL,5,ml,Generic,Prescription,PHARMACEUTICAL SOLUTIONS INDUSTRY,Saudi Arabia,Valid,-
PANTOLOC,PANTOPRAZOLE,-,-,Generic,Prescription,BATTERJEE PHARMACETICAL FACTORY,Saudi Arabia,Valid,-
Dopaxol PR,PRAMIPEXOLE,-,-,Generic,Prescription,TABUK PHARMACEUTICAL MANUFACTURING CO.,Saudi Arabia,Valid,5/5/2024
Dopaxol PR,PRAMIPEXOLE,-,-,Generic,Prescription,TABUK PHARMACEUTICAL MANUFACTURING CO.,Saudi Arabia,Valid,5/5/2024
Dopaxol PR,PRAMIPEXOLE,-,-,Generic,Prescription,TABUK PHARMACEUTICAL MANUFACTURING CO.,Saudi Arabia,Valid,5/5/2024
Dopaxol PR,PRAMIPEXOLE,-,-,Generic,Prescription,TABUK PHARMACEUTICAL MANUFACTURING CO.,Saudi Arabia,Valid,5/5/2024
Takidet ,ESMOLOL,10,ml,Generic,Prescription,TABUK PHARMACEUTICAL MANUFACTURING CO.,Saudi Arabia,Valid,8/21/2024
Tranexamic Acid PSI 500 mg per 5 ml,TRANEXAMIC ACID,5,ml,Generic,Prescription,PHARMACEUTICAL SOLUTIONS INDUSTRY,Saudi Arabia,Valid,-
PROVINDA,PERINDOPRIL ARGININE,-,-,Generic,Prescription,SPIMACO,Saudi Arabia,Valid,-
PROVINDA,PERINDOPRIL ARGININE,-,-,Generic,Prescription,SPIMACO,Saudi Arabia,Valid,2/2/2023
LIBSA,RIVAROXABAN,-,-,Generic,Prescription,ALPHA PHARMA INDUSTRY ,Saudi Arabia,Valid,2/9/2025
Libsa,RIVAROXABAN,-,-,Generic,Prescription,ALPHA PHARMA INDUSTRY ,Saudi Arabia,Valid,2/9/2025
Libsa,RIVAROXABAN,-,-,Generic,Prescription,ALPHA PHARMA INDUSTRY ,Saudi Arabia,Valid,2/9/2025
Libsa,RIVAROXABAN,-,-,Generic,Prescription,ALPHA PHARMA INDUSTRY ,Saudi Arabia,Valid,2/9/2025
Uxorate,FEBUXOSTAT,-,-,Generic,Prescription,(Avalon Pharma) Middle East Pharmaceutical Industries Co. Ltd,Saudi Arabia,Valid,4/2/2023
Ornivoda,ORNIDAZOLE,-,-,NCE,Prescription,Jazeera Pharmaceutical Industries (JPI),Saudi Arabia,Valid,-
Eralyce,PERMETHRIN,30,g,Generic,OTC,SAUDI PHARMACEUTICAL INDUSTRIES,Saudi Arabia,Valid,5/28/2024
 Sodium Chloride 0.45% w/v bag,SODIUM CHLORIDE,1000,ml,Generic,Prescription,PHARMACEUTICAL SOLUTIONS INDUSTRY,Saudi Arabia,Valid,10/3/2024
Xolamol,"DORZOLAMIDE,TIMOLOL MALEATE",0.2,ml,Generic,Prescription,Jamjoom Pharmaceuticals Factory Company,Saudi Arabia,Valid,-
Bivocard,NEBIVOLOL HYDROCHLORIDE,-,-,Generic,Prescription,SPIMACO,Saudi Arabia,Valid,-
Celenax,CELECOXIB,-,-,Generic,Prescription,(Avalon Pharma) Middle East Pharmaceutical Industries Co. Ltd,Saudi Arabia,Valid,-
Aminglu,CARGLUMIC ACID,-,-,Generic,Prescription,Jazeera Pharmaceutical Industries (JPI),Saudi Arabia,Valid,-
LUNIA,"EZETIMIBE,SIMVASTATIN",-,-,Generic,Prescription,ALPHA PHARMA INDUSTRY ,Saudi Arabia,Valid,10/29/2024
LUNIA,"EZETIMIBE,SIMVASTATIN",-,-,Generic,Prescription,ALPHA PHARMA INDUSTRY ,Saudi Arabia,Valid,10/29/2024
Loradeel,DESLORATADINE,-,-,Generic,OTC,Alrai Pharmaceutical industry Co. (L.L.C),Saudi Arabia,Valid,-
DROLINA,FUROSEMIDE,150,ml,Generic,Prescription,ALPHA PHARMA INDUSTRY ,Saudi Arabia,Valid,-
Apdx,APIXABAN,-,-,Generic,Prescription,Med city,Saudi Arabia,Valid,5/5/2024
Apdx,APIXABAN,-,-,Generic,Prescription,Med city,Saudi Arabia,Valid,5/5/2024
Vetam,LEVETIRACETAM,-,-,Generic,Prescription,Med city,Saudi Arabia,Valid,6/29/2025
Vetam,LEVETIRACETAM,-,-,Generic,Prescription,Med city,Saudi Arabia,Valid,6/29/2025
Prasido,TICAGRELOR,-,-,Generic,Prescription,Med city,Saudi Arabia,Valid,5/5/2024
Fusizone-F,SODIUM FUSIDATE,15,g,Generic,Prescription,BATTERJEE PHARMACETICAL FACTORY,Saudi Arabia,Valid,5/7/2023
Inment,ESCITALOPRAM,-,-,Generic,Prescription,AL RAZI PHARMA INDUSTRIES FACTORY LTD,Saudi Arabia,Valid,-
lidocaine Hydrochloride 2% w/v,LIDOCAINE HYDROCHLORIDE,20,ml,Generic,Prescription,PHARMACEUTICAL SOLUTIONS INDUSTRY,Saudi Arabia,Valid,10/3/2024
Omnicef,CEFDINIR,-,-,NCE,Prescription,Jazeera Pharmaceutical Industries (JPI),Saudi Arabia,Valid,-
Ticagrelor SPC F.C. Tablets,TICAGRELOR,-,-,Generic,Prescription,Sudair Pharma Company,Saudi Arabia,Valid,7/30/2025
Vapir,FAVIPIRAVIR,-,-,Generic,Prescription,TABUK PHARMACEUTICAL MANUFACTURING CO.,Saudi Arabia,Suspended,12/19/2024
Sicfrex,DEFERASIROX,-,-,Generic,Prescription,Med city,Saudi Arabia,Valid,5/8/2025
Bivocard,NEBIVOLOL HYDROCHLORIDE,2.5,mg,Generic,Prescription,SPIMACO,Saudi Arabia,Valid,8/4/2024
Klavox ES-600,"AMOXICILLIN TRIHYDRATE,Potassium Clavulanate",100,mg,Generic,Prescription,SPIMACO,Saudi Arabia,Valid,3/3/2024
Amlovan,"VALSARTAN,AMLODIPINE BESILATE",-,-,Generic,Prescription,SPIMACO,Saudi Arabia,Valid,3/3/2024
Imla,"PRILOCAINE,LIDOCAINE HYDROCHLORIDE",25,g,Generic,Prescription,AJA PHARMACEUTICAL INDUSTRIES,Saudi Arabia,Valid,3/3/2024
Sicfrex,DEFERASIROX,180,mg,Generic,Prescription,Med city,Saudi Arabia,Valid,5/8/2025
Sicfrex,DEFERASIROX,360,mg,Generic,Prescription,Med city,Saudi Arabia,Valid,5/8/2025
Amlovan,"VALSARTAN,AMLODIPINE BESILATE",-,-,Generic,Prescription,SPIMACO,Saudi Arabia,Valid,3/3/2024
Flexall Ultra,"GLUCOSAMINE HYDROCHLORIDE,METHYLSULFONYLMETHANE,CALCIUM FRUCTOBORATE,CHONDROITIN,SODIUM HYALURONATE",-,-,Generic,OTC,Jamjoom Pharmaceuticals Factory Company,Saudi Arabia,Valid,5/23/2024
Sensityn,"METFORMIN HYDROCHLORIDE,VILDAGLIPTIN",-,-,Generic,Prescription,ALPHA PHARMA INDUSTRY ,Saudi Arabia,Valid,3/28/2024
Sensityn,"METFORMIN HYDROCHLORIDE,VILDAGLIPTIN",-,-,Generic,Prescription,ALPHA PHARMA INDUSTRY ,Saudi Arabia,Valid,3/28/2024
Kolitarda,ROSUVASTATIN,-,-,Generic,Prescription,ALPHA PHARMA INDUSTRY ,Saudi Arabia,Valid,2/9/2025
Kolitarda,ROSUVASTATIN,-,-,Generic,Prescription,ALPHA PHARMA INDUSTRY ,Saudi Arabia,Valid,2/9/2025
Furosemide PSI 250 mg per 25 ml,FUROSEMIDE,25,ml,Generic,Prescription,PHARMACEUTICAL SOLUTIONS INDUSTRY,Saudi Arabia,Valid,-
Glycelax,GLYCERIN,-,-,Generic,OTC,Unicare Pharma,Saudi Arabia,Valid,5/21/2024
Dezeroga,DAPAGLIFLOZIN,-,-,Generic,Prescription,Med city,Saudi Arabia,Valid,7/8/2025
Pratima Trio,"AMLODIPINE BESILATE,PERINDOPRIL ARGININE,INDAPAMIDE",-,-,Generic,Prescription,Jazeera Pharmaceutical Industries (JPI),Saudi Arabia,Valid,-
Pratima Trio,"PERINDOPRIL ARGININE,INDAPAMIDE,AMLODIPINE BESILATE",-,-,Generic,Prescription,Jazeera Pharmaceutical Industries (JPI),Saudi Arabia,Valid,-
Pratima Trio,"PERINDOPRIL ARGININE,INDAPAMIDE,AMLODIPINE BESILATE",-,-,Generic,Prescription,Jazeera Pharmaceutical Industries (JPI),Saudi Arabia,Valid,-
Pratima Trio,"PERINDOPRIL ARGININE,INDAPAMIDE,AMLODIPINE BESILATE",-,-,Generic,Prescription,Jazeera Pharmaceutical Industries (JPI),Saudi Arabia,Valid,-
Quenfil,HYDROXYCHLOROQUINE SULFATE,-,-,Generic,Prescription,(Avalon Pharma) Middle East Pharmaceutical Industries Co. Ltd,Saudi Arabia,Valid,8/21/2024
Lusam,LACOSAMIDE,-,-,Generic,Prescription,SPIMACO,Saudi Arabia,Valid,-
Lusam,LACOSAMIDE,-,-,Generic,Prescription,SPIMACO,Saudi Arabia,Valid,-
Lusam,LACOSAMIDE,-,-,Generic,Prescription,SPIMACO,Saudi Arabia,Valid,-
Lusam,LACOSAMIDE,200,ml,Generic,Prescription,SPIMACO,Saudi Arabia,Valid,-
Lusam,LACOSAMIDE,-,-,Generic,Prescription,SPIMACO,Saudi Arabia,Valid,-
Glycelax,GLYCERIN,-,-,Generic,OTC,Unicare Pharma,Saudi Arabia,Valid,5/21/2024
Glycelax,GLYCERIN,-,-,Generic,OTC,Unicare Pharma,Saudi Arabia,Valid,5/21/2024
Uxorate,FEBUXOSTAT,-,-,Generic,Prescription,(Avalon Pharma) Middle East Pharmaceutical Industries Co. Ltd,Saudi Arabia,Valid,-
Uxorate,FEBUXOSTAT,-,-,Generic,Prescription,(Avalon Pharma) Middle East Pharmaceutical Industries Co. Ltd,Saudi Arabia,Valid,-
Labirol 100 mg per 20 ml,LABETALOL HYDROCHLORIDE,20,ml,Generic,Prescription,TABUK PHARMACEUTICAL MANUFACTURING CO.,Saudi Arabia,Valid,3/19/2025
SoiCarby,"OMEPRAZOLE,SODIUM BICARBONATE",-,-,Generic,Prescription,ALPHA PHARMA INDUSTRY ,Saudi Arabia,Valid,-
Debrex,BREXPIPRAZOLE,-,-,Generic,Prescription,TABUK PHARMACEUTICAL MANUFACTURING CO.,Saudi Arabia,Valid,-
Debrex,BREXPIPRAZOLE,-,-,Generic,Prescription,TABUK PHARMACEUTICAL MANUFACTURING CO.,Saudi Arabia,Valid,9/14/2023
Debrex,BREXPIPRAZOLE,-,-,Generic,Prescription,TABUK PHARMACEUTICAL MANUFACTURING CO.,Saudi Arabia,Valid,-
Debrex,BREXPIPRAZOLE,-,-,Generic,Prescription,TABUK PHARMACEUTICAL MANUFACTURING CO.,Saudi Arabia,Valid,-
Debrex,BREXPIPRAZOLE,-,-,Generic,Prescription,TABUK PHARMACEUTICAL MANUFACTURING CO.,Saudi Arabia,Valid,-
Inogara,DAPOXETINE,-,-,Generic,Prescription,AL RAZI PHARMA INDUSTRIES FACTORY LTD,Saudi Arabia,Valid,-
AMLOCARD 10 mg tablets,AMLODIPINE BESILATE,-,-,Generic,Prescription,BATTERJEE PHARMACETICAL FACTORY,Saudi Arabia,Valid,9/14/2023
Cekea,HYDROXYCARBAMIDE,-,-,Generic,Prescription,Sudair Pharma Company,Saudi Arabia,Valid,-
Paxas,APIXABAN,-,-,Generic,Prescription,TABUK PHARMACEUTICAL MANUFACTURING CO.,Saudi Arabia,Valid,-
Paxas,APIXABAN,-,-,Generic,Prescription,TABUK PHARMACEUTICAL MANUFACTURING CO.,Saudi Arabia,Valid,-
Paxas,APIXABAN,-,-,Generic,Prescription,TABUK PHARMACEUTICAL MANUFACTURING CO.,Saudi Arabia,Valid,-
Polmycol,COLISTIMETHATE SODIUM,-,-,Generic,Prescription,TABUK PHARMACEUTICAL MANUFACTURING CO.,Saudi Arabia,Valid,-
