TradeName,ScientificName,Size,SizeUnit,DrugType,LegalStatus,Manufacture_Name,Manufacture_Country,AuthorizationStatus,LastUpdate
Paduca 20 mg per 2 ml Vials,IBUPROFEN,2,ml,Generic,Prescription,TABUK PHARMACEUTICAL MANUFACTURING CO.,Saudi Arabia,Valid,11/2/2023
Sineo,DIMETHINDENE MALEATE,20,ml,Generic,Prescription,ALPHA PHARMA INDUSTRY ,Saudi Arabia,Valid,3/27/2024
CIDOCOMB,"FUSIDIC ACID,BETAMETHASONE VALERATE",30,g,Generic,Prescription,(Avalon Pharma) Middle East Pharmaceutical Industries Co. Ltd,Saudi Arabia,Valid,-
Zodinex,LINEZOLID,-,-,Generic,Prescription,(Avalon Pharma) Middle East Pharmaceutical Industries Co. Ltd,Saudi Arabia,Valid,12/11/2023
Azebat,AZELAIC ACID,30,g,Generic,Prescription,BATTERJEE PHARMACETICAL FACTORY,Saudi Arabia,Valid,-
Cekea,HYDROXYCARBAMIDE,-,-,Generic,Prescription,Sudair Pharma Company,Saudi Arabia,Valid,-
Aztolyp,ATORVASTATIN CALCIUM,-,-,Generic,Prescription,SAJA-SAUDI ARABIAN JAPANESE PHARMACEUTICAL CO,Saudi Arabia,Valid,4/23/2025
Aztolyp,ATORVASTATIN CALCIUM,-,-,Generic,Prescription,SAJA-SAUDI ARABIAN JAPANESE PHARMACEUTICAL CO,Saudi Arabia,Valid,4/23/2025
Aztolyp,ATORVASTATIN CALCIUM,-,-,Generic,Prescription,SAJA-SAUDI ARABIAN JAPANESE PHARMACEUTICAL CO,Saudi Arabia,Valid,4/23/2025
Inment,ESCITALOPRAM,-,-,Generic,Prescription,AL RAZI PHARMA INDUSTRIES FACTORY LTD,Saudi Arabia,Valid,-
Lintra,LINAGLIPTIN,-,-,Generic,Prescription,Jamjoom Pharmaceuticals Factory Company,Saudi Arabia,Valid,1/17/2024
Balanced Salt Solution 500ml,"SODIUM CHLORIDE,POTASSIUM CHLORIDE, CALCIUM CHLORIDE,MAGNESIUM CHLORIDE,SODIUM ACETATE,SODIUM CITRATE",500,ml,Generic,Prescription,AL RAZI PHARMA INDUSTRIES FACTORY LTD,Saudi Arabia,Valid,7/21/2025
Tadalo,TADALAFIL,-,-,Generic,Prescription,AL RAZI PHARMA INDUSTRIES FACTORY LTD,Saudi Arabia,Valid,-
DROLINA,FUROSEMIDE,-,-,Generic,Prescription,ALPHA PHARMA INDUSTRY ,Saudi Arabia,Valid,2/13/2025
DROLINA,FUROSEMIDE,-,-,Generic,Prescription,ALPHA PHARMA INDUSTRY ,Saudi Arabia,Valid,2/13/2025
Vasrasti,HYDROXYCHLOROQUINE SULFATE,-,-,Generic,Prescription,ALPHA PHARMA INDUSTRY ,Saudi Arabia,Valid,1/31/2024
Bronchovent,SALBUTAMOL,20,ml,Generic,Prescription,PHARMACEUTICAL SOLUTIONS INDUSTRY,Saudi Arabia,Valid,6/6/2024
Rivaroxaban MCP,RIVAROXABAN,-,-,Generic,Prescription,Med city,Saudi Arabia,Valid,4/23/2025
LIPRO SPRAY 10%,LIDOCAINE,50,ml,Generic,Prescription,SAUDI PHARMACEUTICAL INDUSTRIES,Saudi Arabia,Valid,12/2/2024
Voriconazole MCP,VORICONAZOLE,-,-,Generic,Prescription,Med city,Saudi Arabia,Valid,6/18/2025
Cabitac,TIGECYCLINE,10,ml,Generic,Prescription,TABUK PHARMACEUTICAL MANUFACTURING CO.,Saudi Arabia,Valid,-
Suprax,CEFIXIME,50,ml,NCE,Prescription,Jazeera Pharmaceutical Industries (JPI),Saudi Arabia,Valid,3/3/2024
Olmetrol Plus,"OLMESARTAN MEDOXOMIL,HYDROCHLOROTHIAZIDE",-,-,Generic,Prescription,RIYADH PHARMA,Saudi Arabia,Valid,-
Olmetrol Plus,"OLMESARTAN MEDOXOMIL,HYDROCHLOROTHIAZIDE",-,-,Generic,Prescription,RIYADH PHARMA,Saudi Arabia,Valid,-
Olmetrol Plus ,"OLMESARTAN MEDOXOMIL,HYDROCHLOROTHIAZIDE",-,-,Generic,Prescription,RIYADH PHARMA,Saudi Arabia,Valid,-
Novalir,BIVALIRUDIN,-,-,Generic,Prescription,TABUK PHARMACEUTICAL MANUFACTURING CO.,Saudi Arabia,Valid,-
Cenoril,PERINDOPRIL ARGININE,-,-,Generic,Prescription,Alrai Pharmaceutical industry Co. (L.L.C),Saudi Arabia,Valid,2/27/2024
ROSA,ROSUVASTATIN,-,-,Generic,Prescription,BATTERJEE PHARMACETICAL FACTORY,Saudi Arabia,Valid,-
Lavinda,LINAGLIPTIN,-,-,Generic,Prescription,Saudi Pharmaceutical Industries & Medical Appliances Corporation,Saudi Arabia,Valid,8/4/2024
Loanta,BACLOFEN,-,-,Generic,Prescription,ALPHA PHARMA INDUSTRY ,Saudi Arabia,Valid,2/28/2024
ROSA,ROSUVASTATIN,-,-,Generic,Prescription,BATTERJEE PHARMACETICAL FACTORY,Saudi Arabia,Valid,-
Meva SR,MEBEVERINE HYDROCHLORIDE,-,-,Generic,Prescription,Jamjoom Pharmaceuticals Factory Company,Saudi Arabia,Valid,-
Endura,DAPOXETINE,-,-,Generic,Prescription,Med city,Saudi Arabia,Valid,5/5/2024
Endura,DAPOXETINE,-,-,Generic,Prescription,Med city,Saudi Arabia,Valid,5/5/2024
Cenoril,PERINDOPRIL ARGININE,-,-,Generic,Prescription,Alrai Pharmaceutical industry Co. (L.L.C),Saudi Arabia,Valid,-
Apdx,APIXABAN,-,-,Generic,Prescription,Med city,Saudi Arabia,Valid,5/5/2024
Apdx,APIXABAN,-,-,Generic,Prescription,Med city,Saudi Arabia,Valid,5/5/2024
Labetalol PSI 100 mg per 20 ml,LABETALOL HYDROCHLORIDE,20,ml,Generic,Prescription,PHARMACEUTICAL SOLUTIONS INDUSTRY,Saudi Arabia,Valid,-
Adzoy,"ADAPALENE,BENZOYL PEROXIDE",30,g,Generic,Prescription,Jamjoom Pharmaceuticals Factory Company,Saudi Arabia,Valid,-
Avysk,VALSARTAN,-,-,Generic,Prescription,Med city,Saudi Arabia,Valid,5/8/2025
Avysk,VALSARTAN,-,-,Generic,Prescription,Med city,Saudi Arabia,Valid,5/8/2025
Roxban,RIVAROXABAN,-,-,Generic,Prescription,AJA PHARMACEUTICAL INDUSTRIES,Saudi Arabia,Valid,-
Roxban,RIVAROXABAN,-,-,Generic,Prescription,AJA PHARMACEUTICAL INDUSTRIES,Saudi Arabia,Valid,-
Roxban,RIVAROXABAN,-,-,Generic,Prescription,AJA PHARMACEUTICAL INDUSTRIES,Saudi Arabia,Valid,-
Linajent,LINAGLIPTIN,-,-,Generic,Prescription,TABUK PHARMACEUTICAL MANUFACTURING CO.,Saudi Arabia,Valid,-
Diaglipt,VILDAGLIPTIN,-,-,Generic,Prescription,(Avalon Pharma) Middle East Pharmaceutical Industries Co. Ltd,Saudi Arabia,Valid,-
Novanza,TAFLUPROST,0.3,ml,Generic,Prescription,Jamjoom Pharmaceuticals Factory Company,Saudi Arabia,Valid,-
Cebatix,CELECOXIB,-,-,Generic,Prescription,BATTERJEE PHARMACETICAL FACTORY,Saudi Arabia,Valid,-
Uroleph,SOLIFENACIN SUCCINATE,-,-,Generic,Prescription,(Avalon Pharma) Middle East Pharmaceutical Industries Co. Ltd,Saudi Arabia,Valid,-
Uroleph,SOLIFENACIN SUCCINATE,-,-,Generic,Prescription,(Avalon Pharma) Middle East Pharmaceutical Industries Co. Ltd,Saudi Arabia,Valid,-
Adzoy,"ADAPALENE,BENZOYL PEROXIDE",30,g,Generic,Prescription,Jamjoom Pharmaceuticals Factory Company,Saudi Arabia,Valid,-
Juleen,SITAGLIPTIN HYDROCHLORIDE,-,-,Generic,Prescription,Sudair Pharma Company,Saudi Arabia,Valid,7/30/2025
Juleen,SITAGLIPTIN HYDROCHLORIDE,-,-,Generic,Prescription,Sudair Pharma Company,Saudi Arabia,Valid,7/30/2025
Juleen,SITAGLIPTIN HYDROCHLORIDE,-,-,Generic,Prescription,Sudair Pharma Company,Saudi Arabia,Valid,7/30/2025
Arify,ARIPIPRAZOLE,-,-,Generic,Prescription,Alrai Pharmaceutical industry Co. (L.L.C),Saudi Arabia,Valid,-
Arify,ARIPIPRAZOLE,-,-,Generic,Prescription,Alrai Pharmaceutical industry Co. (L.L.C),Saudi Arabia,Valid,-
Rivaroxaban MCP,RIVAROXABAN,-,-,Generic,Prescription,Med city,Saudi Arabia,Valid,4/20/2025
Rivaroxaban MCP,RIVAROXABAN,-,-,Generic,Prescription,Med city,Saudi Arabia,Valid,4/20/2025
Avysk HCT,"VALSARTAN,HYDROCHLOROTHIAZIDE",-,-,Generic,Prescription,Med city,Saudi Arabia,Valid,3/17/2025
Avysk HCT,"VALSARTAN,HYDROCHLOROTHIAZIDE",-,-,Generic,Prescription,Med city,Saudi Arabia,Valid,3/17/2025
Avysk HCT,"VALSARTAN,HYDROCHLOROTHIAZIDE",-,-,Generic,Prescription,Med city,Saudi Arabia,Valid,2/16/2025
Hydroxychloroquine SAJA,HYDROXYCHLOROQUINE SULFATE,-,-,Generic,Prescription,SAJA-SAUDI ARABIAN JAPANESE PHARMACEUTICAL CO,Saudi Arabia,Valid,10/30/2024
Sesmo,ESOMEPRAZOLE MAGNESIUM,-,-,Generic,OTC,SAJA-SAUDI ARABIAN JAPANESE PHARMACEUTICAL CO,Saudi Arabia,Valid,-
Sesmo,ESOMEPRAZOLE MAGNESIUM,-,-,Generic,Prescription,SAJA-SAUDI ARABIAN JAPANESE PHARMACEUTICAL CO,Saudi Arabia,Valid,-
Sesmo,ESOMEPRAZOLE MAGNESIUM,-,-,Generic,Prescription,SAJA-SAUDI ARABIAN JAPANESE PHARMACEUTICAL CO,Saudi Arabia,Valid,7/10/2024
Sesmo,ESOMEPRAZOLE MAGNESIUM,-,-,Generic,Prescription,SAJA-SAUDI ARABIAN JAPANESE PHARMACEUTICAL CO,Saudi Arabia,Valid,-
Simvagen Plus,"EZETIMIBE,SIMVASTATIN",-,-,Generic,Prescription,RIYADH PHARMA,Saudi Arabia,Valid,-
Simvagen Plus,"EZETIMIBE,SIMVASTATIN",-,-,Generic,Prescription,RIYADH PHARMA,Saudi Arabia,Valid,-
Nervamine,METHYLCOBALAMIN,-,-,Generic,OTC,Med city,Saudi Arabia,Valid,6/3/2025
Floxmed,LEVOFLOXACIN,-,-,Generic,Prescription,Med city,Saudi Arabia,Valid,6/3/2025
Locain,Lidocaine Base,80,ml,Generic,Prescription,Unicare Pharma,Saudi Arabia,Valid,6/27/2024
Daglozin,DAPAGLIFLOZIN,-,-,Generic,Prescription,Sudair Pharma Company,Saudi Arabia,Valid,7/8/2025
Daglozin,DAPAGLIFLOZIN,-,-,Generic,Prescription,Sudair Pharma Company,Saudi Arabia,Valid,7/8/2025
Avogesic,DIETHYLAMINE SALICYLATE,30,g,Generic,OTC,(Avalon Pharma) Middle East Pharmaceutical Industries Co. Ltd,Saudi Arabia,Valid,-
Omeprex Plus,"OMEPRAZOLE,SODIUM BICARBONATE",-,-,Generic,Prescription,SAJA-SAUDI ARABIAN JAPANESE PHARMACEUTICAL CO,Saudi Arabia,Valid,-
PANTOL,PANTOPRAZOLE,-,-,Generic,Prescription,SPIMACO,Saudi Arabia,Valid,-
Lidapro,"LIDOCAINE,PRILOCAINE",5,g,Generic,Prescription,Dallah Pharma Factory,Saudi Arabia,Valid,3/25/2025
Sita,Sitagliptin Phosphate Monohydrate,-,-,Generic,Prescription,Alrai Pharmaceutical industry Co. (L.L.C),Saudi Arabia,Valid,8/21/2024
Sita,Sitagliptin Phosphate Monohydrate,-,-,Generic,Prescription,Alrai Pharmaceutical industry Co. (L.L.C),Saudi Arabia,Valid,8/21/2024
PROVINDA PLUS,"PERINDOPRIL ARGININE,AMLODIPINE BESILATE",-,-,Generic,Prescription,SPIMACO,Saudi Arabia,Valid,-
PROVINDA PLUS,"PERINDOPRIL ARGININE,AMLODIPINE BESILATE",-,-,Generic,Prescription,SPIMACO,Saudi Arabia,Valid,-
PROVINDA PLUS,"PERINDOPRIL ARGININE,AMLODIPINE BESILATE",-,-,Generic,Prescription,SPIMACO,Saudi Arabia,Valid,-
PROVINDA PLUS,"PERINDOPRIL ARGININE,AMLODIPINE BESILATE",-,-,Generic,Prescription,SPIMACO,Saudi Arabia,Valid,11/4/2024
SITAVIA,SITAGLIPTIN PHOSPHATE,-,-,Generic,Prescription,(Avalon Pharma) Middle East Pharmaceutical Industries Co. Ltd,Saudi Arabia,Valid,-
SITAVIA,SITAGLIPTIN PHOSPHATE,-,-,Generic,Prescription,(Avalon Pharma) Middle East Pharmaceutical Industries Co. Ltd,Saudi Arabia,Valid,-
Femic,TRANEXAMIC ACID,5,ml,Generic,Prescription,SAUDI PHARMACEUTICAL INDUSTRIES,Saudi Arabia,Valid,-
Empagliflozin SPC,EMPAGLIFLOZIN,-,-,Generic,Prescription,Sudair Pharma Company,Saudi Arabia,Valid,7/30/2025
Empagliflozin SPC,EMPAGLIFLOZIN,-,-,Generic,Prescription,Sudair Pharma Company,Saudi Arabia,Valid,7/30/2025
 BLUM D,COLECALCIFEROL (VITAMIN D3),20,ml,Generic,Prescription,ALPHA PHARMA INDUSTRY ,Saudi Arabia,Valid,10/3/2024
Tralix,LINAGLIPTIN,-,-,Generic,Prescription,Alrai Pharmaceutical industry Co. (L.L.C),Saudi Arabia,Valid,-
UNITUM,BENZYDAMINE HYDROCHLORIDE,100,g,NCE,OTC,BATTERJEE PHARMACETICAL FACTORY,Saudi Arabia,Valid,-
Atorva,ATORVASTATIN CALCIUM,-,-,Generic,Prescription,Jazeera Pharmaceutical Industries (JPI),Saudi Arabia,Valid,-
Atorva,ATORVASTATIN CALCIUM,-,-,Generic,Prescription,Jazeera Pharmaceutical Industries (JPI),Saudi Arabia,Valid,-
ANAZOL,METRONIDAZOLE,-,-,Generic,Prescription,Jazeera Pharmaceutical Industries (JPI),Saudi Arabia,Valid,-
Atorva,ATORVASTATIN CALCIUM,-,-,Generic,Prescription,Jazeera Pharmaceutical Industries (JPI),Saudi Arabia,Valid,-
Aripro,ARIPIPRAZOLE,-,-,Generic,Prescription,(Avalon Pharma) Middle East Pharmaceutical Industries Co. Ltd,Saudi Arabia,Valid,-
Brimo-P,BRIMONIDINE TARTRATE,5,ml,Generic,Prescription,Jamjoom Pharmaceuticals Factory Company,Saudi Arabia,Valid,-
Pratima Duo,"PERINDOPRIL ARGININE,AMLODIPINE BESILATE",-,-,Generic,Prescription,Jazeera Pharmaceutical Industries (JPI),Saudi Arabia,Valid,-
Pratima Duo,"PERINDOPRIL ARGININE,AMLODIPINE BESILATE",-,-,Generic,Prescription,Jazeera Pharmaceutical Industries (JPI),Saudi Arabia,Valid,-
Pratima Duo,"PERINDOPRIL ARGININE,AMLODIPINE BESILATE",-,-,Generic,Prescription,Jazeera Pharmaceutical Industries (JPI),Saudi Arabia,Valid,-
Pratima Duo,"PERINDOPRIL ARGININE,AMLODIPINE BESILATE",-,-,Generic,Prescription,Jazeera Pharmaceutical Industries (JPI),Saudi Arabia,Valid,-
Prestoprix Plus,"AMLODIPINE BESILATE,PERINDOPRIL ARGININE",-,-,Generic,Prescription,Med city,Saudi Arabia,Valid,12/17/2024
Prestoprix Plus,"AMLODIPINE BESILATE,PERINDOPRIL ARGININE",-,-,Generic,Prescription,Med city,Saudi Arabia,Valid,12/17/2024
Normoten,ATENOLOL,-,-,Generic,Prescription,Jazeera Pharmaceutical Industries (JPI),Saudi Arabia,Valid,-
Normoten,ATENOLOL,-,-,Generic,Prescription,Jazeera Pharmaceutical Industries (JPI),Saudi Arabia,Valid,-
MEGAMOX,"AMOXICILLIN TRIHYDRATE,CLAVULANIC ACID",-,-,Generic,Prescription,Jazeera Pharmaceutical Industries (JPI),Saudi Arabia,Valid,-
MEGAMOX,"AMOXICILLIN TRIHYDRATE,CLAVULANIC ACID",-,-,Generic,Prescription,Jazeera Pharmaceutical Industries (JPI),Saudi Arabia,Valid,-
Paraxon,"PARACETAMOL,CHLORZOXAZONE",-,-,Generic,Prescription,Jazeera Pharmaceutical Industries (JPI),Saudi Arabia,Valid,-
Conestal,PRUCALOPRIDE,-,-,Generic,Prescription,Alrai Pharmaceutical industry Co. (L.L.C),Saudi Arabia,Valid,-
Conestal,PRUCALOPRIDE,-,-,Generic,Prescription,Alrai Pharmaceutical industry Co. (L.L.C),Saudi Arabia,Valid,-
Prestoprix Plus,"AMLODIPINE BESILATE,PERINDOPRIL ARGININE",-,-,Generic,Prescription,Med city,Saudi Arabia,Valid,12/17/2024
ZINOPRIL,LISINOPRIL,-,-,Generic,Prescription,Jazeera Pharmaceutical Industries (JPI),Saudi Arabia,Valid,-
ZINOPRIL,LISINOPRIL,-,-,Generic,Prescription,Jazeera Pharmaceutical Industries (JPI),Saudi Arabia,Valid,-
ZINOPRIL,LISINOPRIL,-,-,Generic,Prescription,Jazeera Pharmaceutical Industries (JPI),Saudi Arabia,Valid,-
Sitavic,"SITAGLIPTIN PHOSPHATE,METFORMIN HYDROCHLORIDE",-,-,Generic,Prescription,Jamjoom Pharmaceuticals Factory Company,Saudi Arabia,Valid,-
Sitavic,"SITAGLIPTIN PHOSPHATE,METFORMIN HYDROCHLORIDE",-,-,Generic,Prescription,Jamjoom Pharmaceuticals Factory Company,Saudi Arabia,Valid,-
Muscodex,SUGAMMADEX,2,ml,Generic,Prescription,TABUK PHARMACEUTICAL MANUFACTURING CO.,Saudi Arabia,Valid,10/17/2024
Penovar,PENCICLOVIR,5,g,Generic,Prescription,BATTERJEE PHARMACETICAL FACTORY,Saudi Arabia,Valid,10/17/2024
Prestoprix,PERINDOPRIL ARGININE,-,-,Generic,Prescription,Med city,Saudi Arabia,Valid,12/17/2024
Prestoprix,PERINDOPRIL ARGININE,-,-,Generic,Prescription,Med city,Saudi Arabia,Valid,12/17/2024
Remox,AMOXICILLIN,-,-,Generic,Prescription,Jazeera Pharmaceutical Industries (JPI),Saudi Arabia,Valid,10/20/2024
Aripro,ARIPIPRAZOLE,-,-,Generic,Prescription,(Avalon Pharma) Middle East Pharmaceutical Industries Co. Ltd,Saudi Arabia,Valid,-
Provecta,BRIVARACETAM,-,-,Generic,Prescription,Jazeera Pharmaceutical Industries (JPI),Saudi Arabia,Valid,-
Provecta,BRIVARACETAM,-,-,Generic,Prescription,Jazeera Pharmaceutical Industries (JPI),Saudi Arabia,Valid,-
Provecta,BRIVARACETAM,-,-,Generic,Prescription,Jazeera Pharmaceutical Industries (JPI),Saudi Arabia,Valid,-
Glitamomet,"PIOGLITAZONE,METFORMIN HYDROCHLORIDE",-,-,Generic,Prescription,SPIMACO,Saudi Arabia,Valid,-
Catabina,Capecitabine,-,-,Generic,Prescription,SPIMACO,Saudi Arabia,Valid,-
CALIVERA,ERLOTINIB,-,-,Generic,Prescription,SPIMACO,Saudi Arabia,Valid,-
CALIVERA,ERLOTINIB,-,-,Generic,Prescription,SPIMACO,Saudi Arabia,Valid,-
CALIVERA,ERLOTINIB,-,-,Generic,Prescription,SPIMACO,Saudi Arabia,Valid,-
Salitav,TOLVAPTAN,-,-,Generic,Prescription,Jazeera Pharmaceutical Industries (JPI),Saudi Arabia,Valid,-
Salitav,TOLVAPTAN,-,-,Generic,Prescription,Jazeera Pharmaceutical Industries (JPI),Saudi Arabia,Valid,-
Prokitav,TOLVAPTAN,-,-,Generic,Prescription,Jazeera Pharmaceutical Industries (JPI),Saudi Arabia,Valid,-
Prokitav,TOLVAPTAN,-,-,Generic,Prescription,Jazeera Pharmaceutical Industries (JPI),Saudi Arabia,Valid,-
Prokitav,TOLVAPTAN,-,-,Generic,Prescription,Jazeera Pharmaceutical Industries (JPI),Saudi Arabia,Valid,-
Lorinex,DESLORATADINE,-,-,Generic,Prescription,Jazeera Pharmaceutical Industries (JPI),Saudi Arabia,Valid,-
Posenox,POSACONAZOLE,16.7,ml,Generic,Prescription,TABUK PHARMACEUTICAL MANUFACTURING CO.,Saudi Arabia,Valid,-
VIRLAIO,TENOFOVIR DISOPROXIL,-,-,Generic,Prescription,ALPHA PHARMA INDUSTRY ,Saudi Arabia,Valid,-
Adzoy,"ADAPALENE,Hydrous Benzoyl Peroxide",60,g,Generic,Prescription,Jamjoom Pharmaceuticals Factory Company,Saudi Arabia,Valid,1/8/2025
Adzoy,"ADAPALENE,Hydrous Benzoyl Peroxide",60,g,Generic,Prescription,Jamjoom Pharmaceuticals Factory Company,Saudi Arabia,Valid,1/8/2025
Glipza,SAXAGLIPTIN,-,-,Generic,Prescription,Jamjoom Pharmaceuticals Factory Company,Saudi Arabia,Valid,-
Lotinil,"LOTEPREDNOL ETABONATE,TOBRAMYCIN",5,ml,Generic,Prescription,Jamjoom Pharmaceuticals Factory Company,Saudi Arabia,Valid,12/5/2024
Sola D3,CHOLECALCIFEROL,-,-,Generic,Prescription,Med city,Saudi Arabia,Valid,6/3/2025
Dexorolin,CABERGOLINE,-,-,Generic,Prescription,Med city,Saudi Arabia,Valid,6/3/2025
Dexorolin,CABERGOLINE,-,-,Generic,Prescription,Med city,Saudi Arabia,Valid,6/3/2025
Apixaban JPI,APIXABAN,-,-,Generic,Prescription,Jazeera Pharmaceutical Industries (JPI),Saudi Arabia,Valid,-
Apixaban JPI,APIXABAN,-,-,Generic,Prescription,Jazeera Pharmaceutical Industries (JPI),Saudi Arabia,Valid,-
Apixaban JPI,APIXABAN,-,-,Generic,Prescription,Jazeera Pharmaceutical Industries (JPI),Saudi Arabia,Valid,-
Ondex,ONDANSETRON,50,ml,Generic,Prescription,SAUDI PHARMACEUTICAL INDUSTRIES,Saudi Arabia,Valid,-
Pentix,GABAPENTIN,-,-,Generic,Prescription,Med city,Saudi Arabia,Valid,6/3/2025
Pentix,GABAPENTIN,-,-,Generic,Prescription,Med city,Saudi Arabia,Valid,6/3/2025
Avocin,CLINDAMYCIN HYDROCHLORIDE,-,-,Generic,Prescription,(Avalon Pharma) Middle East Pharmaceutical Industries Co. Ltd,Saudi Arabia,Valid,-
Avocin,CLINDAMYCIN HYDROCHLORIDE,-,-,Generic,Prescription,(Avalon Pharma) Middle East Pharmaceutical Industries Co. Ltd,Saudi Arabia,Valid,-
0.9% w/v Sodium Chloride,SODIUM CHLORIDE,3000,ml,Generic,Prescription,PHARMACEUTICAL SOLUTIONS INDUSTRY,Saudi Arabia,Valid,-
 Byraza Plus,"ESOMEPRAZOLE,SODIUM BICARBONATE",-,-,Generic,Prescription,Alrazi Pharmaceutical Industries Factory Co,Saudi Arabia,Valid,5/8/2025
Lignox,"LIDOCAINE,PRILOCAINE",30,g,Generic,Prescription,SAUDI PHARMACEUTICAL INDUSTRIES,Saudi Arabia,Valid,1/22/2025
Lignox,"LIDOCAINE,PRILOCAINE",5,g,Generic,Prescription,SAUDI PHARMACEUTICAL INDUSTRIES,Saudi Arabia,Valid,1/22/2025
Lignox,"LIDOCAINE,PRILOCAINE",5,g,Generic,Prescription,SAUDI PHARMACEUTICAL INDUSTRIES,Saudi Arabia,Valid,1/22/2025
Avotrene Emulgel,DICLOFENAC DIETHYLAMINE,-,g,Generic,OTC,(Avalon Pharma) Middle East Pharmaceutical Industries Co. Ltd,Saudi Arabia,Valid,1/16/2025
Remox,AMOXICILLIN,-,-,Generic,Prescription,Jazeera Pharmaceutical Industries (JPI),Saudi Arabia,Valid,-
Tadalo,TADALAFIL,-,-,Generic,Prescription,Alrazi Pharmaceutical Industries Factory Co,Saudi Arabia,Valid,5/8/2025
Fenobat,KETOTIFEN,120,ml,Generic,OTC,BATTERJEE PHARMACETICAL FACTORY,Saudi Arabia,Valid,-
Broncast,MONTELUKAST SODIUM,-,-,Generic,Prescription,(Avalon Pharma) Middle East Pharmaceutical Industries Co. Ltd,Saudi Arabia,Valid,2/19/2025
 Byraza Plus,"OMEPRAZOLE,SODIUM BICARBONATE",-,-,Generic,Prescription,Alrazi Pharmaceutical Industries Factory Co,Saudi Arabia,Valid,-
Lyrgaba,PREGABALIN,-,-,Generic,Prescription,(Avalon Pharma) Middle East Pharmaceutical Industries Co. Ltd,Saudi Arabia,Valid,-
Varoxa,RIVAROXABAN,-,-,Generic,Prescription,TABUK PHARMACEUTICAL MANUFACTURING CO.,Saudi Arabia,Valid,-
Ticagrelor,TICAGRELOR,-,-,Generic,Prescription,AJA PHARMACEUTICAL INDUSTRIES,Saudi Arabia,Valid,-
Zextro,LINEZOLID,-,-,Generic,Prescription,Med city,Saudi Arabia,Valid,7/8/2025
DICLOMAX,DICLOFENAC SODIUM,-,-,Generic,Prescription,Jazeera Pharmaceutical Industries (JPI),Saudi Arabia,Valid,-
Sitamend,Sitagliptin Phosphate Monohydrate,-,-,Generic,Prescription,TABUK PHARMACEUTICAL MANUFACTURING CO.,Saudi Arabia,Valid,-
Acumig,LASMIDITAN,-,-,Generic,Prescription,Jazeera Pharmaceutical Industries (JPI),Saudi Arabia,Valid,-
Acumig,LASMIDITAN,-,-,Generic,Prescription,Jazeera Pharmaceutical Industries (JPI),Saudi Arabia,Valid,-
Sitamend,Sitagliptin Phosphate Monohydrate,-,-,Generic,Prescription,TABUK PHARMACEUTICAL MANUFACTURING CO.,Saudi Arabia,Valid,-
Acumig,LASMIDITAN,-,-,Generic,Prescription,Jazeera Pharmaceutical Industries (JPI),Saudi Arabia,Valid,-
Acumig,LASMIDITAN,-,-,Generic,Prescription,Jazeera Pharmaceutical Industries (JPI),Saudi Arabia,Valid,-
Dimex,Dimetindene Maleate ,50,g,--,OTC,(Avalon Pharma) Middle East Pharmaceutical Industries Co. Ltd,Saudi Arabia,Valid,-
Broncast Pediatric,MONTELUKAST SODIUM,-,-,Generic,Prescription,(Avalon Pharma) Middle East Pharmaceutical Industries Co. Ltd,Saudi Arabia,Valid,-
Lyrgaba,PREGABALIN,-,-,Generic,Prescription,(Avalon Pharma) Middle East Pharmaceutical Industries Co. Ltd,Saudi Arabia,Valid,-
Sitfort,"SITAGLIPTIN PHOSPHATE,METFORMIN HYDROCHLORIDE",-,-,Generic,Prescription,RIYADH PHARMA,Saudi Arabia,Valid,-
Sitfort,"SITAGLIPTIN PHOSPHATE,METFORMIN HYDROCHLORIDE",-,-,Generic,Prescription,RIYADH PHARMA,Saudi Arabia,Valid,-
Provecta,BRIVARACETAM,-,-,Generic,Prescription,Jazeera Pharmaceutical Industries (JPI),Saudi Arabia,Valid,-
Provecta,BRIVARACETAM,-,-,Generic,Prescription,Jazeera Pharmaceutical Industries (JPI),Saudi Arabia,Valid,-
DUSPAMEN,MEBEVERINE HYDROCHLORIDE,-,-,Generic,Prescription,Jazeera Pharmaceutical Industries (JPI),Saudi Arabia,Valid,-
Cialis,TADALAFIL,-,-,NCE,Prescription,AJA PHARMACEUTICAL INDUSTRIES,Saudi Arabia,Valid,-
TEGECEN,TIGECYCLINE,-,-,Generic,Prescription,MS Pharma Saudi ,Saudi Arabia,Valid,4/10/2025
Amilian,AMISULPRIDE,-,-,Generic,Prescription,(Avalon Pharma) Middle East Pharmaceutical Industries Co. Ltd,Saudi Arabia,Valid,-
Amilian,AMISULPRIDE,-,-,Generic,Prescription,(Avalon Pharma) Middle East Pharmaceutical Industries Co. Ltd,Saudi Arabia,Valid,4/10/2025
Amilian,AMISULPRIDE,-,-,Generic,Prescription,(Avalon Pharma) Middle East Pharmaceutical Industries Co. Ltd,Saudi Arabia,Valid,-
LAXIRA,ROCURONIUM BROMIDE,5,ml,Generic,Prescription,SPIMACO,Saudi Arabia,Valid,-
Restain,METHYLCOBALAMIN,-,-,Generic,OTC,SPIMACO,Saudi Arabia,Valid,-
Sola D3,CHOLECALCIFEROL,-,-,Generic,Prescription,Med city,Saudi Arabia,Valid,6/3/2025
Sola D3,CHOLECALCIFEROL,-,-,Generic,Prescription,Med city,Saudi Arabia,Valid,6/3/2025
